CNES - Equipes de Saúde - Brasil
Quantidade por Município
Tipo da Equipe: 01 ESF - EQUIPE DE SAUDE DA FAMILIA, 24 ESF1      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO I, 27 ESF2      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO II, 30 ESF3      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO III, 33 ESF4      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO IV, 70 ESF - EQUIPE DE SAUDE DA FAMILIA
Período:Jun/2010
"Município";"Quantidade"
"261550 TRACUNHAEM";-
"261560 TRINDADE";1
"261570 TRIUNFO";1
"261580 TUPANATINGA";-
"261590 TUPARETAMA";-
"261600 VENTUROSA";-
"261610 VERDEJANTE";-
"261618 VERTENTE DO LERIO";-
"261620 VERTENTES";-
"261630 VICENCIA";3
"261640 VITORIA DE SANTO ANTAO";6
"261650 XEXEU";-
" MUNICIPIO IGNORADO - AL";-
"270010 AGUA BRANCA";4
"270020 ANADIA";3
"270030 ARAPIRACA";8
"270040 ATALAIA";-
"270050 BARRA DE SANTO ANTONIO";1
"270060 BARRA DE SAO MIGUEL";-
"270070 BATALHA";-
"270080 BELEM";-
"270090 BELO MONTE";1
"270100 BOCA DA MATA";-
"270110 BRANQUINHA";-
"270120 CACIMBINHAS";1
"270130 CAJUEIRO";-
"270135 CAMPESTRE";-
"270140 CAMPO ALEGRE";6
"270150 CAMPO GRANDE";-
"270160 CANAPI";3
"270170 CAPELA";4
"270180 CARNEIROS";-
"270190 CHA PRETA";-
"270200 COITE DO NOIA";2
"270210 COLONIA LEOPOLDINA";5
"270220 COQUEIRO SECO";-
"270230 CORURIPE";-
"270235 CRAIBAS";-
"270240 DELMIRO GOUVEIA";1
"270250 DOIS RIACHOS";3
"270255 ESTRELA DE ALAGOAS";5
"270260 FEIRA GRANDE";5
"270270 FELIZ DESERTO";-
"270280 FLEXEIRAS";1
"270290 GIRAU DO PONCIANO";7
"270300 IBATEGUARA";-
"270310 IGACI";-
"270320 IGREJA NOVA";-
"270330 INHAPI";2
"270340 JACARE DOS HOMENS";-
"270350 JACUIPE";1
"270360 JAPARATINGA";1
"270370 JARAMATAIA";-
"270375 JEQUIA DA PRAIA";-
"270380 JOAQUIM GOMES";1
"270390 JUNDIA";-
"270400 JUNQUEIRO";-
"270410 LAGOA DA CANOA";-
"270420 LIMOEIRO DE ANADIA";4
"270430 MACEIO";8
"270440 MAJOR ISIDORO";2
"270450 MARAGOGI";1
"270460 MARAVILHA";3
"270470 MARECHAL DEODORO";4
"270480 MARIBONDO";-
"270490 MAR VERMELHO";-
"270500 MATA GRANDE";4
"270510 MATRIZ DE CAMARAGIBE";4
"270520 MESSIAS";1
"270530 MINADOR DO NEGRAO";-
"270540 MONTEIROPOLIS";1
"270550 MURICI";2
"270560 NOVO LINO";2
"270570 OLHO D'AGUA DAS FLORES";-
"270580 OLHO D'AGUA DO CASADO";-
"270590 OLHO D'AGUA GRANDE";-
"270600 OLIVENCA";1
"270610 OURO BRANCO";1
"270620 PALESTINA";-
"270630 PALMEIRA DOS INDIOS";-
"270640 PAO DE ACUCAR";-
"270642 PARICONHA";-
"270644 PARIPUEIRA";-
"270650 PASSO DE CAMARAGIBE";-
"270660 PAULO JACINTO";-
"270670 PENEDO";-
"270680 PIACABUCU";-
"270690 PILAR";2
"270700 PINDOBA";-
"270710 PIRANHAS";-
"270720 POCO DAS TRINCHEIRAS";-
"270730 PORTO CALVO";-
"270740 PORTO DE PEDRAS";-
"270750 PORTO REAL DO COLEGIO";5
"270760 QUEBRANGULO";-
"270770 RIO LARGO";12
"270780 ROTEIRO";-
"270790 SANTA LUZIA DO NORTE";-
"270800 SANTANA DO IPANEMA";2
"270810 SANTANA DO MUNDAU";-
"270820 SAO BRAS";1
"270830 SAO JOSE DA LAJE";-
"270840 SAO JOSE DA TAPERA";6
"270850 SAO LUIS DO QUITUNDE";4
"270860 SAO MIGUEL DOS CAMPOS";3
"270870 SAO MIGUEL DOS MILAGRES";-
"270880 SAO SEBASTIAO";-
"270890 SATUBA";-
"270895 SENADOR RUI PALMEIRA";1
"270900 TANQUE D'ARCA";1
"270910 TAQUARANA";4
"270915 TEOTONIO VILELA";-
"270920 TRAIPU";5
"270930 UNIAO DOS PALMARES";-
"270940 VICOSA";2
" MUNICIPIO IGNORADO - SE";-
"280010 AMPARO DE SAO FRANCISCO";-
"280020 AQUIDABA";3
"280030 ARACAJU";18
"280040 ARAUA";2
"280050 AREIA BRANCA";5
"280060 BARRA DOS COQUEIROS";-
"280067 BOQUIM";3
"280070 BREJO GRANDE";-
"280100 CAMPO DO BRITO";2
"280110 CANHOBA";1
"280120 CANINDE DE SAO FRANCISCO";3
"280130 CAPELA";3
"280140 CARIRA";2
"280150 CARMOPOLIS";2
"280160 CEDRO DE SAO JOAO";1
"280170 CRISTINAPOLIS";3
"280190 CUMBE";-
"280200 DIVINA PASTORA";-
"280210 ESTANCIA";3
"280220 FEIRA NOVA";1
"280230 FREI PAULO";2
"280240 GARARU";-
"280250 GENERAL MAYNARD";-
"280260 GRACHO CARDOSO";-
"280270 ILHA DAS FLORES";-
"280280 INDIAROBA";-
"280290 ITABAIANA";9
"280300 ITABAIANINHA";2
"280310 ITABI";1
"280320 ITAPORANGA D'AJUDA";3
"280330 JAPARATUBA";2
"280340 JAPOATA";1
"280350 LAGARTO";6
"280360 LARANJEIRAS";3
"280370 MACAMBIRA";-
"280380 MALHADA DOS BOIS";-
"280390 MALHADOR";2
"280400 MARUIM";3
"280410 MOITA BONITA";-
"280420 MONTE ALEGRE DE SERGIPE";2
"280430 MURIBECA";-
"280440 NEOPOLIS";3
"280445 NOSSA SENHORA APARECIDA";1
"280450 NOSSA SENHORA DA GLORIA";6
"280460 NOSSA SENHORA DAS DORES";-
"280470 NOSSA SENHORA DE LOURDES";-
"280480 NOSSA SENHORA DO SOCORRO";7
"280490 PACATUBA";-
"280500 PEDRA MOLE";-
"280510 PEDRINHAS";1
"280520 PINHAO";-
"280530 PIRAMBU";-
"280540 POCO REDONDO";3
"280550 POCO VERDE";3
"280560 PORTO DA FOLHA";7
"280570 PROPRIA";2
"280580 RIACHAO DO DANTAS";3
"280590 RIACHUELO";-
"280600 RIBEIROPOLIS";1
"280610 ROSARIO DO CATETE";-
"280620 SALGADO";4
"280630 SANTA LUZIA DO ITANHY";-
"280640 SANTANA DO SAO FRANCISCO";-
"280650 SANTA ROSA DE LIMA";-
"280660 SANTO AMARO DAS BROTAS";-
"280670 SAO CRISTOVAO";10
"280680 SAO DOMINGOS";2
"280690 SAO FRANCISCO";-
"280700 SAO MIGUEL DO ALEIXO";-
"280710 SIMAO DIAS";-
"280720 SIRIRI";-
"280730 TELHA";-
"280740 TOBIAS BARRETO";-
"280750 TOMAR DO GERU";3
"280760 UMBAUBA";4
" MUNICIPIO IGNORADO - BA";-
"290010 ABAIRA";1
"290020 ABARE";-
"290030 ACAJUTIBA";3
"290035 ADUSTINA";2
"290040 AGUA FRIA";1
"290050 ERICO CARDOSO";2
"290060 AIQUARA";1
"290070 ALAGOINHAS";2
"290080 ALCOBACA";1
"290090 ALMADINA";-
"290100 AMARGOSA";-
"290110 AMELIA RODRIGUES";-
"290115 AMERICA DOURADA";5
"290120 ANAGE";4
"290130 ANDARAI";-
"290135 ANDORINHA";1
"290140 ANGICAL";-
"290150 ANGUERA";1
"290160 ANTAS";4
"290170 ANTONIO CARDOSO";-
"290180 ANTONIO GONCALVES";1
"290190 APORA";5
"290195 APUAREMA";-
"290200 ARACATU";-
"290205 ARACAS";-
"290210 ARACI";9
"290220 ARAMARI";-
"290225 ARATACA";2
"290230 ARATUIPE";2
"290240 AURELINO LEAL";2
"290250 BAIANOPOLIS";-
"290260 BAIXA GRANDE";1
"290265 BANZAE";-
"290270 BARRA";1
"290280 BARRA DA ESTIVA";-
"290290 BARRA DO CHOCA";2
"290300 BARRA DO MENDES";3
"290310 BARRA DO ROCHA";-
"290320 BARREIRAS";-
"290323 BARRO ALTO";4
"290327 BARROCAS";-
"290330 BARRO PRETO";-
"290340 BELMONTE";2
"290350 BELO CAMPO";2
"290360 BIRITINGA";4
"290370 BOA NOVA";-
"290380 BOA VISTA DO TUPIM";3
"290390 BOM JESUS DA LAPA";2
"290395 BOM JESUS DA SERRA";-
"290400 BONINAL";2
"290405 BONITO";1
"290410 BOQUIRA";-
"290420 BOTUPORA";1
"290430 BREJOES";3
"290440 BREJOLANDIA";-
"290450 BROTAS DE MACAUBAS";2
"290460 BRUMADO";1
"290470 BUERAREMA";3
"290475 BURITIRAMA";-
"290480 CAATIBA";2
"290485 CABACEIRAS DO PARAGUACU";-
"290490 CACHOEIRA";1
"290500 CACULE";-
"290510 CAEM";-
"290515 CAETANOS";-
"290520 CAETITE";-
"290530 CAFARNAUM";-
"290540 CAIRU";-
"290550 CALDEIRAO GRANDE";1
"290560 CAMACAN";-
"290570 CAMACARI";6
"290580 CAMAMU";4
"290590 CAMPO ALEGRE DE LOURDES";-
"290600 CAMPO FORMOSO";1
"290610 CANAPOLIS";-
"290620 CANARANA";3
"290630 CANAVIEIRAS";3
"290640 CANDEAL";2
"290650 CANDEIAS";-
"290660 CANDIBA";1
"290670 CANDIDO SALES";1
"290680 CANSANCAO";9
"290682 CANUDOS";-
"290685 CAPELA DO ALTO ALEGRE";2
"290687 CAPIM GROSSO";2
"290689 CARAIBAS";1
"290690 CARAVELAS";1
"290700 CARDEAL DA SILVA";1
"290710 CARINHANHA";3
"290720 CASA NOVA";5
"290730 CASTRO ALVES";2
"290740 CATOLANDIA";-
"290750 CATU";-
"290755 CATURAMA";-
"290760 CENTRAL";1
"290770 CHORROCHO";-
"290780 CICERO DANTAS";2
"290790 CIPO";-
"290800 COARACI";1
"290810 COCOS";-
"290820 CONCEICAO DA FEIRA";1
"290830 CONCEICAO DO ALMEIDA";2
"290840 CONCEICAO DO COITE";2
"290850 CONCEICAO DO JACUIPE";-
"290860 CONDE";5
"290870 CONDEUBA";1
"290880 CONTENDAS DO SINCORA";-
"290890 CORACAO DE MARIA";3
"290900 CORDEIROS";2
"290910 CORIBE";2
"290920 CORONEL JOAO SA";3
"290930 CORRENTINA";1
"290940 COTEGIPE";1
"290950 CRAVOLANDIA";-
"290960 CRISOPOLIS";2
"290970 CRISTOPOLIS";-
"290980 CRUZ DAS ALMAS";4
"290990 CURACA";5
"291000 DARIO MEIRA";3
"291005 DIAS D'AVILA";1
"291010 DOM BASILIO";-
"291020 DOM MACEDO COSTA";-
"291030 ELISIO MEDRADO";-
"291040 ENCRUZILHADA";-
"291050 ENTRE RIOS";3
"291060 ESPLANADA";3
"291070 EUCLIDES DA CUNHA";1
"291072 EUNAPOLIS";2
"291075 FATIMA";3
"291077 FEIRA DA MATA";-
"291080 FEIRA DE SANTANA";50
"291085 FILADELFIA";1
"291090 FIRMINO ALVES";1
"291100 FLORESTA AZUL";1
"291110 FORMOSA DO RIO PRETO";-
"291120 GANDU";6
"291125 GAVIAO";1
"291130 GENTIO DO OURO";-
"291140 GLORIA";-
"291150 GONGOGI";-
"291160 GOVERNADOR MANGABEIRA";2
"291165 GUAJERU";2
"291170 GUANAMBI";1
"291180 GUARATINGA";4
"291185 HELIOPOLIS";3
"291190 IACU";2
"291200 IBIASSUCE";2
"291210 IBICARAI";4
"291220 IBICOARA";-
"291230 IBICUI";1
"291240 IBIPEBA";3
"291250 IBIPITANGA";2
"291260 IBIQUERA";-
"291270 IBIRAPITANGA";7
"291280 IBIRAPUA";-
"291290 IBIRATAIA";-
"291300 IBITIARA";4
"291310 IBITITA";2
"291320 IBOTIRAMA";-
"291330 ICHU";-
"291340 IGAPORA";1
"291345 IGRAPIUNA";1
"291350 IGUAI";-
"291360 ILHEUS";13
"291370 INHAMBUPE";3
"291380 IPECAETA";3
"291390 IPIAU";1
"291400 IPIRA";2
"291410 IPUPIARA";1
"291420 IRAJUBA";2
"291430 IRAMAIA";-
"291440 IRAQUARA";-
"291450 IRARA";-
"291460 IRECE";3
"291465 ITABELA";3
"291470 ITABERABA";-
"291480 ITABUNA";11
"291490 ITACARE";1
"291500 ITAETE";-
"291510 ITAGI";2
"291520 ITAGIBA";-
"291530 ITAGIMIRIM";-
"291535 ITAGUACU DA BAHIA";-
"291540 ITAJU DO COLONIA";-
"291550 ITAJUIPE";1
"291560 ITAMARAJU";10
"291570 ITAMARI";1
"291580 ITAMBE";-
"291590 ITANAGRA";1
"291600 ITANHEM";-
"291610 ITAPARICA";-
"291620 ITAPE";1
"291630 ITAPEBI";-
"291640 ITAPETINGA";-
"291650 ITAPICURU";3
"291660 ITAPITANGA";1
"291670 ITAQUARA";-
"291680 ITARANTIM";-
"291685 ITATIM";-
"291690 ITIRUCU";3
"291700 ITIUBA";-
"291710 ITORORO";-
"291720 ITUACU";1
"291730 ITUBERA";-
"291733 IUIU";-
"291735 JABORANDI";-
"291740 JACARACI";-
"291750 JACOBINA";2
"291760 JAGUAQUARA";6
"291770 JAGUARARI";-
"291780 JAGUARIPE";2
"291790 JANDAIRA";1
"291800 JEQUIE";1
"291810 JEREMOABO";6
"291820 JIQUIRICA";-
"291830 JITAUNA";-
"291835 JOAO DOURADO";5
"291840 JUAZEIRO";6
"291845 JUCURUCU";2
"291850 JUSSARA";-
"291855 JUSSARI";-
"291860 JUSSIAPE";1
"291870 LAFAIETE COUTINHO";-
"291875 LAGOA REAL";-
"291880 LAJE";-
"291890 LAJEDAO";-
"291900 LAJEDINHO";-
"291905 LAJEDO DO TABOCAL";2
"291910 LAMARAO";-
"291915 LAPAO";1
"291920 LAURO DE FREITAS";-
"291930 LENCOIS";1
"291940 LICINIO DE ALMEIDA";-
"291950 LIVRAMENTO DE NOSSA SENHORA";2
"291955 LUIS EDUARDO MAGALHAES";1
"291960 MACAJUBA";-
"291970 MACARANI";-
"291980 MACAUBAS";3
"291990 MACURURE";-
"291992 MADRE DE DEUS";-
"291995 MAETINGA";1
"292000 MAIQUINIQUE";-
"292010 MAIRI";-
"292020 MALHADA";-
"292030 MALHADA DE PEDRAS";-
"292040 MANOEL VITORINO";5
"292045 MANSIDAO";1
"292050 MARACAS";3
"292060 MARAGOGIPE";3
"292070 MARAU";2
"292080 MARCIONILIO SOUZA";2
"292090 MASCOTE";-
"292100 MATA DE SAO JOAO";5
"292105 MATINA";-
"292110 MEDEIROS NETO";1
"292120 MIGUEL CALMON";1
"292130 MILAGRES";3
"292140 MIRANGABA";1
"292145 MIRANTE";-
"292150 MONTE SANTO";7
"292160 MORPARA";-
"292170 MORRO DO CHAPEU";2
"292180 MORTUGABA";-
"292190 MUCUGE";2
"292200 MUCURI";3
"292205 MULUNGU DO MORRO";-
"292210 MUNDO NOVO";-
"292220 MUNIZ FERREIRA";1
"292225 MUQUEM DE SAO FRANCISCO";-
"292230 MURITIBA";2
"292240 MUTUIPE";1
"292250 NAZARE";4
"292260 NILO PECANHA";2
"292265 NORDESTINA";-
"292270 NOVA CANAA";-
"292273 NOVA FATIMA";1
"292275 NOVA IBIA";-
"292280 NOVA ITARANA";2
"292285 NOVA REDENCAO";-
"292290 NOVA SOURE";3
"292300 NOVA VICOSA";1
"292303 NOVO HORIZONTE";1
"292305 NOVO TRIUNFO";3
"292310 OLINDINA";1
"292320 OLIVEIRA DOS BREJINHOS";1
"292330 OURICANGAS";-
"292335 OUROLANDIA";2
"292340 PALMAS DE MONTE ALTO";-
"292350 PALMEIRAS";1
"292360 PARAMIRIM";2
"292370 PARATINGA";-
"292380 PARIPIRANGA";-
"292390 PAU BRASIL";1
"292400 PAULO AFONSO";-
"292405 PE DE SERRA";1
"292410 PEDRAO";1
"292420 PEDRO ALEXANDRE";1
"292430 PIATA";5
"292440 PILAO ARCADO";-
"292450 PINDAI";-
"292460 PINDOBACU";2
"292465 PINTADAS";-
"292467 PIRAI DO NORTE";2
"292470 PIRIPA";4
"292480 PIRITIBA";3
"292490 PLANALTINO";-
"292500 PLANALTO";3
"292510 POCOES";-
"292520 POJUCA";5
"292525 PONTO NOVO";3
"292530 PORTO SEGURO";9
"292540 POTIRAGUA";3
"292550 PRADO";1
"292560 PRESIDENTE DUTRA";-
"292570 PRESIDENTE JANIO QUADROS";-
"292575 PRESIDENTE TANCREDO NEVES";-
"292580 QUEIMADAS";5
"292590 QUIJINGUE";-
"292593 QUIXABEIRA";1
"292595 RAFAEL JAMBEIRO";1
"292600 REMANSO";-
"292610 RETIROLANDIA";-
"292620 RIACHAO DAS NEVES";-
"292630 RIACHAO DO JACUIPE";2
"292640 RIACHO DE SANTANA";4
"292650 RIBEIRA DO AMPARO";2
"292660 RIBEIRA DO POMBAL";4
"292665 RIBEIRAO DO LARGO";1
"292670 RIO DE CONTAS";1
"292680 RIO DO ANTONIO";-
"292690 RIO DO PIRES";1
"292700 RIO REAL";-
"292710 RODELAS";2
"292720 RUY BARBOSA";2
"292730 SALINAS DA MARGARIDA";3
"292740 SALVADOR";-
"292750 SANTA BARBARA";6
"292760 SANTA BRIGIDA";1
"292770 SANTA CRUZ CABRALIA";1
"292780 SANTA CRUZ DA VITORIA";-
"292790 SANTA INES";2
"292800 SANTALUZ";3
"292805 SANTA LUZIA";1
"292810 SANTA MARIA DA VITORIA";4
"292820 SANTANA";-
"292830 SANTANOPOLIS";-
"292840 SANTA RITA DE CASSIA";-
"292850 SANTA TERESINHA";2
"292860 SANTO AMARO";-
"292870 SANTO ANTONIO DE JESUS";5
"292880 SANTO ESTEVAO";-
"292890 SAO DESIDERIO";-
"292895 SAO DOMINGOS";-
"292900 SAO FELIX";-
"292905 SAO FELIX DO CORIBE";-
"292910 SAO FELIPE";-
"292920 SAO FRANCISCO DO CONDE";-
"292925 SAO GABRIEL";2
"292930 SAO GONCALO DOS CAMPOS";-
"292935 SAO JOSE DA VITORIA";-
"292937 SAO JOSE DO JACUIPE";-
"292940 SAO MIGUEL DAS MATAS";1
"292950 SAO SEBASTIAO DO PASSE";-
"292960 SAPEACU";1
"292970 SATIRO DIAS";2
"292975 SAUBARA";-
"292980 SAUDE";1
"292990 SEABRA";1
"293000 SEBASTIAO LARANJEIRAS";-
"293010 SENHOR DO BONFIM";-
"293015 SERRA DO RAMALHO";8
"293020 SENTO SE";1
"293030 SERRA DOURADA";1
"293040 SERRA PRETA";3
"293050 SERRINHA";3
"293060 SERROLANDIA";1
"293070 SIMOES FILHO";2
"293075 SITIO DO MATO";2
"293076 SITIO DO QUINTO";3
"293077 SOBRADINHO";5
"293080 SOUTO SOARES";1
"293090 TABOCAS DO BREJO VELHO";-
"293100 TANHACU";1
"293105 TANQUE NOVO";-
"293110 TANQUINHO";-
"293120 TAPEROA";1
"293130 TAPIRAMUTA";-
"293135 TEIXEIRA DE FREITAS";15
"293140 TEODORO SAMPAIO";1
"293150 TEOFILANDIA";4
"293160 TEOLANDIA";2
"293170 TERRA NOVA";-
"293180 TREMEDAL";4
"293190 TUCANO";9
"293200 UAUA";2
"293210 UBAIRA";-
"293220 UBAITABA";-
"293230 UBATA";1
"293240 UIBAI";-
"293245 UMBURANAS";-
"293250 UNA";-
"293260 URANDI";4
"293270 URUCUCA";-
"293280 UTINGA";-
"293290 VALENCA";9
"293300 VALENTE";1
"293305 VARZEA DA ROCA";3
"293310 VARZEA DO POCO";1
"293315 VARZEA NOVA";-
"293317 VARZEDO";-
"293320 VERA CRUZ";4
"293325 VEREDA";-
"293330 VITORIA DA CONQUISTA";-
"293340 WAGNER";-
"293345 WANDERLEY";1
"293350 WENCESLAU GUIMARAES";5
"293360 XIQUE-XIQUE";-
" MUNICIPIO IGNORADO - MG";-
"310010 ABADIA DOS DOURADOS";-
"310020 ABAETE";1
"310030 ABRE CAMPO";-
"310040 ACAIACA";1
"310050 ACUCENA";-
"310060 AGUA BOA";4
"310070 AGUA COMPRIDA";-
"310080 AGUANIL";-
"310090 AGUAS FORMOSAS";-
"310100 AGUAS VERMELHAS";-
"310110 AIMORES";4
"310120 AIURUOCA";1
"310130 ALAGOA";-
"310140 ALBERTINA";-
"310150 ALEM PARAIBA";2
"310160 ALFENAS";-
"310163 ALFREDO VASCONCELOS";1
"310170 ALMENARA";5
"310180 ALPERCATA";-
"310190 ALPINOPOLIS";1
"310200 ALTEROSA";2
"310205 ALTO CAPARAO";1
"310210 ALTO RIO DOCE";2
"310220 ALVARENGA";2
"310230 ALVINOPOLIS";2
"310240 ALVORADA DE MINAS";-
"310250 AMPARO DO SERRA";-
"310260 ANDRADAS";2
"310270 CACHOEIRA DE PAJEU";-
"310280 ANDRELANDIA";1
"310285 ANGELANDIA";-
"310290 ANTONIO CARLOS";-
"310300 ANTONIO DIAS";2
"310310 ANTONIO PRADO DE MINAS";-
"310320 ARACAI";-
"310330 ARACITABA";-
"310340 ARACUAI";4
"310350 ARAGUARI";13
"310360 ARANTINA";-
"310370 ARAPONGA";2
"310375 ARAPORA";-
"310380 ARAPUA";1
"310390 ARAUJOS";1
"310400 ARAXA";7
"310410 ARCEBURGO";3
"310420 ARCOS";1
"310430 AREADO";1
"310440 ARGIRITA";-
"310445 ARICANDUVA";-
"310450 ARINOS";2
"310460 ASTOLFO DUTRA";1
"310470 ATALEIA";1
"310480 AUGUSTO DE LIMA";2
"310490 BAEPENDI";3
"310500 BALDIM";1
"310510 BAMBUI";-
"310520 BANDEIRA";-
"310530 BANDEIRA DO SUL";-
"310540 BARAO DE COCAIS";5
"310550 BARAO DE MONTE ALTO";-
"310560 BARBACENA";11
"310570 BARRA LONGA";-
"310590 BARROSO";3
"310600 BELA VISTA DE MINAS";4
"310610 BELMIRO BRAGA";-
"310620 BELO HORIZONTE";317
"310630 BELO ORIENTE";2
"310640 BELO VALE";2
"310650 BERILO";-
"310660 BERTOPOLIS";-
"310665 BERIZAL";1
"310670 BETIM";19
"310680 BIAS FORTES";-
"310690 BICAS";5
"310700 BIQUINHAS";-
"310710 BOA ESPERANCA";3
"310720 BOCAINA DE MINAS";1
"310730 BOCAIUVA";4
"310740 BOM DESPACHO";6
"310750 BOM JARDIM DE MINAS";1
"310760 BOM JESUS DA PENHA";-
"310770 BOM JESUS DO AMPARO";2
"310780 BOM JESUS DO GALHO";5
"310790 BOM REPOUSO";1
"310800 BOM SUCESSO";-
"310810 BONFIM";2
"310820 BONFINOPOLIS DE MINAS";-
"310825 BONITO DE MINAS";1
"310830 BORDA DA MATA";2
"310840 BOTELHOS";-
"310850 BOTUMIRIM";1
"310855 BRASILANDIA DE MINAS";-
"310860 BRASILIA DE MINAS";1
"310870 BRAS PIRES";1
"310880 BRAUNAS";-
"310890 BRAZOPOLIS";-
"310900 BRUMADINHO";4
"310910 BUENO BRANDAO";-
"310920 BUENOPOLIS";-
"310925 BUGRE";1
"310930 BURITIS";1
"310940 BURITIZEIRO";3
"310945 CABECEIRA GRANDE";-
"310950 CABO VERDE";-
"310960 CACHOEIRA DA PRATA";-
"310970 CACHOEIRA DE MINAS";3
"310980 CACHOEIRA DOURADA";-
"310990 CAETANOPOLIS";3
"311000 CAETE";6
"311010 CAIANA";-
"311020 CAJURI";-
"311030 CALDAS";1
"311040 CAMACHO";-
"311050 CAMANDUCAIA";4
"311060 CAMBUI";5
"311070 CAMBUQUIRA";3
"311080 CAMPANARIO";1
"311090 CAMPANHA";1
"311100 CAMPESTRE";1
"311110 CAMPINA VERDE";3
"311115 CAMPO AZUL";1
"311120 CAMPO BELO";2
"311130 CAMPO DO MEIO";2
"311140 CAMPO FLORIDO";1
"311150 CAMPOS ALTOS";3
"311160 CAMPOS GERAIS";3
"311170 CANAA";-
"311180 CANAPOLIS";-
"311190 CANA VERDE";-
"311200 CANDEIAS";-
"311205 CANTAGALO";1
"311210 CAPARAO";2
"311220 CAPELA NOVA";1
"311230 CAPELINHA";3
"311240 CAPETINGA";2
"311250 CAPIM BRANCO";1
"311260 CAPINOPOLIS";2
"311265 CAPITAO ANDRADE";1
"311270 CAPITAO ENEAS";1
"311280 CAPITOLIO";1
"311290 CAPUTIRA";1
"311300 CARAI";4
"311310 CARANAIBA";-
"311320 CARANDAI";4
"311330 CARANGOLA";-
"311340 CARATINGA";1
"311350 CARBONITA";-
"311360 CAREACU";-
"311370 CARLOS CHAGAS";1
"311380 CARMESIA";1
"311390 CARMO DA CACHOEIRA";-
"311400 CARMO DA MATA";1
"311410 CARMO DE MINAS";-
"311420 CARMO DO CAJURU";3
"311430 CARMO DO PARANAIBA";6
"311440 CARMO DO RIO CLARO";2
"311450 CARMOPOLIS DE MINAS";3
"311455 CARNEIRINHO";-
"311460 CARRANCAS";-
"311470 CARVALHOPOLIS";-
"311480 CARVALHOS";-
"311490 CASA GRANDE";1
"311500 CASCALHO RICO";-
"311510 CASSIA";2
"311520 CONCEICAO DA BARRA DE MINAS";1
"311530 CATAGUASES";4
"311535 CATAS ALTAS";1
"311540 CATAS ALTAS DA NORUEGA";-
"311545 CATUJI";2
"311547 CATUTI";1
"311550 CAXAMBU";1
"311560 CEDRO DO ABAETE";-
"311570 CENTRAL DE MINAS";-
"311580 CENTRALINA";-
"311590 CHACARA";1
"311600 CHALE";-
"311610 CHAPADA DO NORTE";1
"311615 CHAPADA GAUCHA";1
"311620 CHIADOR";-
"311630 CIPOTANEA";1
"311640 CLARAVAL";-
"311650 CLARO DOS POCOES";-
"311660 CLAUDIO";3
"311670 COIMBRA";-
"311680 COLUNA";-
"311690 COMENDADOR GOMES";-
"311700 COMERCINHO";-
"311710 CONCEICAO DA APARECIDA";3
"311720 CONCEICAO DAS PEDRAS";-
"311730 CONCEICAO DAS ALAGOAS";-
"311740 CONCEICAO DE IPANEMA";1
"311750 CONCEICAO DO MATO DENTRO";1
"311760 CONCEICAO DO PARA";1
"311770 CONCEICAO DO RIO VERDE";1
"311780 CONCEICAO DOS OUROS";3
"311783 CONEGO MARINHO";-
"311787 CONFINS";1
"311790 CONGONHAL";-
"311800 CONGONHAS";4
"311810 CONGONHAS DO NORTE";1
"311820 CONQUISTA";-
"311830 CONSELHEIRO LAFAIETE";20
"311840 CONSELHEIRO PENA";3
"311850 CONSOLACAO";1
"311860 CONTAGEM";82
"311870 COQUEIRAL";2
"311880 CORACAO DE JESUS";3
"311890 CORDISBURGO";3
"311900 CORDISLANDIA";1
"311910 CORINTO";5
"311920 COROACI";-
"311930 COROMANDEL";-
"311940 CORONEL FABRICIANO";4
"311950 CORONEL MURTA";-
"311960 CORONEL PACHECO";-
"311970 CORONEL XAVIER CHAVES";1
"311980 CORREGO DANTA";-
"311990 CORREGO DO BOM JESUS";1
"311995 CORREGO FUNDO";-
"312000 CORREGO NOVO";-
"312010 COUTO DE MAGALHAES DE MINAS";1
"312015 CRISOLITA";-
"312020 CRISTAIS";-
"312030 CRISTALIA";-
"312040 CRISTIANO OTONI";1
"312050 CRISTINA";4
"312060 CRUCILANDIA";-
"312070 CRUZEIRO DA FORTALEZA";1
"312080 CRUZILIA";-
"312083 CUPARAQUE";-
"312087 CURRAL DE DENTRO";-
"312090 CURVELO";9
"312100 DATAS";-
"312110 DELFIM MOREIRA";3
"312120 DELFINOPOLIS";1
"312125 DELTA";1
"312130 DESCOBERTO";1
"312140 DESTERRO DE ENTRE RIOS";-
"312150 DESTERRO DO MELO";-
"312160 DIAMANTINA";6
"312170 DIOGO DE VASCONCELOS";1
"312180 DIONISIO";-
"312190 DIVINESIA";-
"312200 DIVINO";2
"312210 DIVINO DAS LARANJEIRAS";-
"312220 DIVINOLANDIA DE MINAS";-
"312230 DIVINOPOLIS";1
"312235 DIVISA ALEGRE";1
"312240 DIVISA NOVA";-
"312245 DIVISOPOLIS";1
"312247 DOM BOSCO";-
"312250 DOM CAVATI";-
"312260 DOM JOAQUIM";-
"312270 DOM SILVERIO";-
"312280 DOM VICOSO";-
"312290 DONA EUSEBIA";-
"312300 DORES DE CAMPOS";-
